period,cohort,family,model_id,quantile,n_orders,pinball_loss,skill_vs_unconditional,skill_vs_q1,order_id_sha256,comparison,pinball_skill,coverage_not_materially_worse,coverage_materially_worse,support_ge20_gain_present,gain_only_low_support,cohort_month
terminal,2018-07_to_2018-08,linear_quantile,Q3,0.9,601,1.7487450224,0.15331043385,-0.000295009658787,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,Q3-Q1,-0.000295009658787,True,False,False,True,2018-07_to_2018-08
terminal,2018-07_to_2018-08,linear_quantile,Q4,0.9,601,1.75399353711,0.150769261415,-0.00329719866355,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,Q4-Q1,-0.00329719866355,True,False,False,True,2018-07_to_2018-08
terminal,2018-07_to_2018-08,xgboost_quantile,Q1,0.9,601,1.99518810707,0.0339901294215,0,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,Q1-unconditional,0.0339901294215,False,True,False,True,2018-07_to_2018-08
terminal,2018-07_to_2018-08,xgboost_quantile,Q2,0.9,601,2.04220964936,0.0112237176609,-0.0235674732257,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,Q2-Q1,-0.0235674732257,True,False,True,False,2018-07_to_2018-08
terminal,2018-07_to_2018-08,xgboost_quantile,Q3,0.9,601,2.13217831769,-0.0323363964634,-0.0686602983106,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,Q3-Q1,-0.0686602983106,True,False,True,False,2018-07_to_2018-08
terminal,2018-07_to_2018-08,xgboost_quantile,Q4,0.9,601,2.00266901895,0.0303680976469,-0.00374947698252,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,Q4-Q1,-0.00374947698252,True,False,True,False,2018-07_to_2018-08
aggregate,later_pooled,linear_quantile,Q1,0.5,3477,3.54573613966,0.0145064302491,0,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,Q1-unconditional,0.0145064302491,False,True,False,True,later_pooled
aggregate,later_pooled,linear_quantile,Q1,0.9,3477,2.70976537469,0.0202713784415,0,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,Q1-unconditional,0.0202713784415,False,True,False,True,later_pooled
aggregate,later_pooled,linear_quantile,Q2,0.5,3477,3.54859708449,0.0137112659668,-0.000806869072197,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,Q2-Q1,-0.000806869072197,True,False,False,True,later_pooled
aggregate,later_pooled,linear_quantile,Q2,0.9,3477,2.72270014031,0.0155947521166,-0.00477338951014,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,Q2-Q1,-0.00477338951014,True,False,False,True,later_pooled
aggregate,later_pooled,linear_quantile,Q3,0.5,3477,3.53012285928,0.0188459487042,0.00440339601226,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,Q3-Q1,0.00440339601226,True,False,True,False,later_pooled
aggregate,later_pooled,linear_quantile,Q3,0.9,3477,2.71323139522,0.0190182221548,-0.00127908510495,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,Q3-Q1,-0.00127908510495,True,False,False,True,later_pooled
aggregate,later_pooled,linear_quantile,Q4,0.5,3477,3.53131303998,0.0185151526761,0.00406773067838,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,Q4-Q1,0.00406773067838,True,False,True,False,later_pooled
aggregate,later_pooled,linear_quantile,Q4,0.9,3477,2.72403512652,0.0151120814696,-0.00526604700358,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,Q4-Q1,-0.00526604700358,True,False,False,True,later_pooled
aggregate,later_pooled,xgboost_quantile,Q1,0.5,3477,3.57105309496,0.00746989518904,0,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,Q1-unconditional,0.00746989518904,False,True,False,True,later_pooled
aggregate,later_pooled,xgboost_quantile,Q1,0.9,3477,2.86167395029,-0.0346518930585,0,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,Q1-unconditional,-0.0346518930585,False,True,False,True,later_pooled
aggregate,later_pooled,xgboost_quantile,Q2,0.5,3477,3.57885752967,0.00530074894857,-0.00218547148339,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,Q2-Q1,-0.00218547148339,True,False,False,True,later_pooled
aggregate,later_pooled,xgboost_quantile,Q2,0.9,3477,2.80111478718,-0.012756438216,0.0211621464082,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,Q2-Q1,0.0211621464082,True,False,True,False,later_pooled
aggregate,later_pooled,xgboost_quantile,Q3,0.5,3477,3.58235055865,0.00432990468282,-0.00316362243422,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,Q3-Q1,-0.00316362243422,True,False,False,True,later_pooled
aggregate,later_pooled,xgboost_quantile,Q3,0.9,3477,2.77071354048,-0.00176472218022,0.0317857349886,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,Q3-Q1,0.0317857349886,True,False,True,False,later_pooled
aggregate,later_pooled,xgboost_quantile,Q4,0.5,3477,3.57472021593,0.00645066420618,-0.00102690183191,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,Q4-Q1,-0.00102690183191,True,False,False,True,later_pooled
aggregate,later_pooled,xgboost_quantile,Q4,0.9,3477,2.80329979594,-0.0135464385746,0.0203986042315,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,Q4-Q1,0.0203986042315,True,False,True,False,later_pooled
