variant,model_id,row_term,column_term,covariance_hc1
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-06]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.pooled sparse purchase months (<500 orders each)]",0.00137022208572
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-06]","cr(actual_delivery_days, df=4, constraints=""center"")[0]",0.000135662457306
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-06]","cr(actual_delivery_days, df=4, constraints=""center"")[1]",0.000436641355097
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-06]","cr(actual_delivery_days, df=4, constraints=""center"")[2]",-0.000289387801613
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-06]","cr(actual_delivery_days, df=4, constraints=""center"")[3]",5.6188992771e-06
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]",Intercept,-0.0014410610665
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-01]",0.00142724966465
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-02]",0.00141787066326
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-03]",0.00142482461856
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-04]",0.00141033505349
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-05]",0.00143359082016
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-06]",0.00142918820833
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]",0.00469807960698
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]",0.00142831996669
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]",0.00142865592378
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]",0.00142634764437
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]",0.00141085122493
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]",0.00140094937468
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]",0.00140383078703
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]",0.00140824863913
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]",0.00142675957552
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]",0.00142776890117
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]",0.0014434739003
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]",0.00144838294535
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-08]",0.00146233956688
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.pooled sparse purchase months (<500 orders each)]",0.00137322641646
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]","cr(actual_delivery_days, df=4, constraints=""center"")[0]",0.000138400178651
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]","cr(actual_delivery_days, df=4, constraints=""center"")[1]",0.000257016198169
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]","cr(actual_delivery_days, df=4, constraints=""center"")[2]",0.000331475384795
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]","cr(actual_delivery_days, df=4, constraints=""center"")[3]",1.65539491875e-05
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]",Intercept,-0.00144044034234
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-01]",0.00142958555317
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-02]",0.00141758603612
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-03]",0.00142417924838
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-04]",0.00140911475142
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-05]",0.00143106732532
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-06]",0.00142782037641
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]",0.00142831996669
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]",0.00445703188135
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]",0.00142665915634
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]",0.0014245554169
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]",0.00141113296738
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]",0.00140125573607
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]",0.00140457091661
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]",0.0014089269469
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]",0.0014259131486
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]",0.00142631085368
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]",0.00144220720273
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]",0.00144713355262
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-08]",0.00146113478919
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.pooled sparse purchase months (<500 orders each)]",0.00137757322972
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]","cr(actual_delivery_days, df=4, constraints=""center"")[0]",0.000130515230405
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]","cr(actual_delivery_days, df=4, constraints=""center"")[1]",9.09220826845e-05
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]","cr(actual_delivery_days, df=4, constraints=""center"")[2]",-8.54614579568e-05
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]","cr(actual_delivery_days, df=4, constraints=""center"")[3]",0.000277444216879
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]",Intercept,-0.00143684780531
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-01]",0.0014245568892
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-02]",0.00141698962417
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-03]",0.00142235918185
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-04]",0.00141051061465
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-05]",0.00143131689916
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-06]",0.00142848602546
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]",0.00142865592378
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]",0.00142665915634
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]",0.00429771526442
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]",0.00142523831866
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]",0.00141078754925
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]",0.0014022665771
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]",0.00140523177763
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]",0.00140899171359
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]",0.0014253070947
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]",0.00142652486022
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]",0.00144009880493
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]",0.00144409775108
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-08]",0.00145520505268
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.pooled sparse purchase months (<500 orders each)]",0.00137809590484
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","cr(actual_delivery_days, df=4, constraints=""center"")[0]",0.000125040053397
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","cr(actual_delivery_days, df=4, constraints=""center"")[1]",0.000319129567986
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","cr(actual_delivery_days, df=4, constraints=""center"")[2]",0.000423185122693
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","cr(actual_delivery_days, df=4, constraints=""center"")[3]",6.17127885456e-05
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]",Intercept,-0.00143448341331
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-01]",0.00142482290133
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-02]",0.00141637243119
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-03]",0.00142184616483
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-04]",0.00141040156061
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-05]",0.00142877751618
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-06]",0.0014264344609
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]",0.00142634764437
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]",0.0014245554169
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]",0.00142523831866
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]",0.00389493062465
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]",0.0014110897052
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]",0.00140301741532
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]",0.00140618386555
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]",0.00140966917542
primary,A,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]",0.00142354760517
